,Age,Gender,Race,Offenses Severity,Arrest Time of Day,Arrest Hour,Arrest Day of Week,Arrest Date,Arrest Month,Arrest Year,Temperature Range,Temperature,Weather Condition,Incident Location,Incident Latitude,Incident Longitude,Incident Neighborhood,Incident Zone
3501,22.0,M,B,F,Late Morning (9am-12pm),11,Monday,06,February,2017,40s,48.49,Clear,"900 Block Watson ST Pittsburgh, PA 15219",40.43824766,-79.99155821,Bluff,2
3502,16.0,M,B,M,Early Afternoon (1-4pm),13,Monday,06,February,2017,40s,48.49,Clear,"100 Block Penn AV Pittsburgh, PA 15210",40.45531991,-80.00767624,Outside City,OSC
3503,48.0,M,W,F,Early Afternoon (1-4pm),13,Monday,06,February,2017,40s,48.49,Clear,"800 Block Crane AV Pittsburgh, PA 15216",40.41818338,-80.02570439,Beechview,6
3504,49.0,M,W,F,Late Morning (9am-12pm),10,Monday,06,February,2017,40s,48.49,Clear,"2000 Block Wharton ST Pittsburgh, PA 15203",40.43002082,-79.97681333,South Side Flats,3
3505,30.0,M,W,M,Late Morning (9am-12pm),12,Monday,06,February,2017,40s,48.49,Clear,"East Liberty BL & Larimer AV Pittsburgh, PA 15206",40.4634911,-79.91733643,East Liberty,5
3506,32.0,F,W,F,Early Afternoon (1-4pm),14,Monday,06,February,2017,40s,48.49,Clear,"600 Block Smithfield ST Pittsburgh, PA 15222",40.44152525,-79.99740551,Central Business District,2
3507,26.0,M,B,M,Early Morning (12-3am),1,Monday,06,February,2017,40s,48.49,Clear,"400 Block Kambach ST Pittsburgh, PA 15211",40.42607286,-79.99978506,Mount Washington,3
3508,42.0,M,B,M,Early Morning (12-3am),2,Monday,06,February,2017,40s,48.49,Clear,"Locust ST & Miltenberger ST Pittsburgh, PA 15219",40.43661156,-79.98149811,Bluff,2
3509,59.0,M,B,F,Late Morning (9am-12pm),10,Monday,06,February,2017,40s,48.49,Clear,"6100 Block Penn AV Pittsburgh, PA 15206",40.46070679,-79.92378078,East Liberty,5
3510,25.0,M,W,M,Evening (9-12am),23,Monday,06,February,2017,40s,48.49,Clear,"Woodruff ST & Saw Mill Run BL Pittsburgh, PA 15211",40.42585747,-80.01986591,Mount Washington,3
3511,27.0,M,B,F,Early Evening (5-8pm),17,Monday,06,February,2017,40s,48.49,Clear,"Alpine AV & Garfield AV Pittsburgh, PA 15212",40.45794671,-80.01237592,Central North Side,1
3512,27.0,F,B,F,Early Evening (5-8pm),17,Monday,06,February,2017,40s,48.49,Clear,"Alpine AV & Garfield AV Pittsburgh, PA 15212",40.45794671,-80.01237592,Central North Side,1
3513,14.0,F,B,M,Early Afternoon (1-4pm),15,Monday,06,February,2017,40s,48.49,Clear,"1100 Block N MURTLAND ST PITTSBURGH, PA 15208",40.46041084,-79.90014173,Homewood West,5
3514,22.0,M,B,M,Early Afternoon (1-4pm),16,Tuesday,07,February,2017,50s,58.73,Drizzle,"100 Block Lothrop ST Pittsburgh, PA 15213",40.44109129,-79.95946567,West Oakland,4
3515,21.0,M,B,F,Early Evening (5-8pm),20,Tuesday,07,February,2017,50s,58.73,Drizzle,"400 Block S 27th ST Pittsburgh, PA 15203",40.42859109,-79.96544643,South Side Flats,3
3516,22.0,M,B,M,Early Afternoon (1-4pm),16,Tuesday,07,February,2017,50s,58.73,Drizzle,"7200 Block Everton ST Pittsburgh, PA 15206",40.46283523,-79.89219954,Lincoln-Lemington-Belmar,5
3517,54.0,M,B,M,Morning (4-8am),6,Tuesday,07,February,2017,50s,58.73,Drizzle,"Bedford AV & Watt LANE Pittsburgh, PA 15219",40.45081373,-79.97224337,Bedford Dwellings,2
3518,22.0,M,B,F,Morning (4-8am),6,Tuesday,07,February,2017,50s,58.73,Drizzle,"4700 Block Monongahela ST Pittsburgh, PA 15207",40.41347961,-79.94380912,Hazelwood,4
3519,39.0,M,W,F,Morning (4-8am),8,Tuesday,07,February,2017,50s,58.73,Drizzle,"Brighton RD & California AV Pittsburgh, PA 15212",40.45965536,-80.01706975,Central North Side,1
3520,33.0,M,W,F,Late Morning (9am-12pm),9,Tuesday,07,February,2017,50s,58.73,Drizzle,"2600 Block Brownsville RD Pittsburgh, PA 15227",40.38544231,-79.97880106,Carrick,3
3521,22.0,M,B,M,Early Morning (12-3am),4,Tuesday,07,February,2017,50s,58.73,Drizzle,"900 Block Watson ST Pittsburgh, PA 15219",40.43824766,-79.99155821,Bluff,2
3522,31.0,F,W,M,Early Evening (5-8pm),20,Tuesday,07,February,2017,50s,58.73,Drizzle,"300 Block S Main ST Pittsburgh, PA 15220",40.46737503,-79.95794436,West End,6
3523,21.0,M,W,M,Early Evening (5-8pm),18,Tuesday,07,February,2017,50s,58.73,Drizzle,"100 Block Southern AV Pittsburgh, PA 15211",40.42704095,-80.0091631,Mount Washington,3
3524,17.0,M,W,F,Late Morning (9am-12pm),10,Tuesday,07,February,2017,50s,58.73,Drizzle,"2400 Block SHADY AV PITTSBURGH, PA 15217",40.43002809,-79.92063357,Squirrel Hill South,4
3525,59.0,M,W,M,Early Evening (5-8pm),20,Tuesday,07,February,2017,50s,58.73,Drizzle,"Glenwood BRDG & Glenwood Brg RAMP Pittsburgh, PA 15207",0.0,0.0,Hays,4
3526,46.0,M,B,M,Evening (9-12am),22,Tuesday,07,February,2017,50s,58.73,Drizzle,"Vinial ST & Troy Hill RD Pittsburgh, PA 15212",40.456734399999995,-79.99130434,East Allegheny,1
3527,50.0,M,B,M,Evening (9-12am),22,Tuesday,07,February,2017,50s,58.73,Drizzle,"2500 Block Arlington AV Pittsburgh, PA 15210",40.41725402,-79.97124279,South Side Slopes,3
3528,31.0,M,B,M,Early Morning (12-3am),1,Tuesday,07,February,2017,50s,58.73,Drizzle,"600 Block Seagirt ST Pittsburgh, PA 15221",40.452049200000005,-79.8790563,East Hills,5
3529,31.0,M,B,F,Early Morning (12-3am),1,Tuesday,07,February,2017,50s,58.73,Drizzle,"5th AV & Dinwiddie ST Pittsburgh, PA 15219",40.43835954,-79.98077519,Bluff,2
3530,46.0,M,B,M,Early Morning (12-3am),1,Tuesday,07,February,2017,50s,58.73,Drizzle,"Durango WY & Kelly ST Pittsburgh, PA 15221",40.45379256,-79.88938786,Homewood South,5
3531,54.0,M,B,M,Morning (4-8am),6,Tuesday,07,February,2017,50s,58.73,Drizzle,"200 Block Devilliers ST Pittsburgh, PA 15219",40.44572318,-79.98178695,Central Lawrenceville,2
3532,50.0,F,W,M,Early Afternoon (1-4pm),13,Tuesday,07,February,2017,50s,58.73,Drizzle,"Beltzhoover AV & Rentz WY Pittsburgh, PA 15210",40.416752100000004,-79.99721548,Beltzhoover,3
3533,22.0,M,B,M,Early Evening (5-8pm),17,Tuesday,07,February,2017,50s,58.73,Drizzle,"Wood ST & Oliver AV Pittsburgh, PA 15222",40.44144826,-79.99991598,Central Business District,2
3534,24.0,F,B,F,Early Evening (5-8pm),18,Tuesday,07,February,2017,50s,58.73,Drizzle,"Market SQ Pittsburgh, PA 15222",40.4406135,-80.00302865,Central Business District,2
3535,46.0,F,W,M,Early Evening (5-8pm),18,Tuesday,07,February,2017,50s,58.73,Drizzle,"400 Block Brownsville RD Pittsburgh, PA 15210",40.41324466,-79.98912555,Knoxville,3
3536,14.0,M,B,M,Late Morning (9am-12pm),9,Tuesday,07,February,2017,50s,58.73,Drizzle,"1100 Block N MURTLAND ST PITTSBURGH, PA 15208",40.46041084,-79.90014173,Homewood West,5
3537,39.0,M,W,M,Early Evening (5-8pm),19,Wednesday,08,February,2017,40s,46.25,Overcast,"90 Block S 27th ST Pittsburgh, PA 15203",40.4249997,-79.96815123,South Side Flats,3
3538,54.0,M,B,F,Late Morning (9am-12pm),9,Wednesday,08,February,2017,40s,46.25,Overcast,"6300 Block Shakespeare ST Pittsburgh, PA 15206",40.45888145,-79.92146083,Shadyside,4
3539,53.0,M,B,F,Early Afternoon (1-4pm),15,Wednesday,08,February,2017,40s,46.25,Overcast,"100 Block Alpine AV Pittsburgh, PA 15212",40.45869821,-80.00894523,Central North Side,1
3540,55.0,F,W,F,Early Afternoon (1-4pm),13,Wednesday,08,February,2017,40s,46.25,Overcast,"1300 Block Damas ST Pittsburgh, PA 15212",40.46542462,-79.99033377,Spring Hill-City View,1
3541,13.0,M,B,F,Late Morning (9am-12pm),12,Wednesday,08,February,2017,40s,46.25,Overcast,"3100 Block Landis ST Pittsburgh, PA 15204",40.45647359,-80.05559692,Sheraden,6
3542,27.0,F,W,F,Late Morning (9am-12pm),12,Wednesday,08,February,2017,40s,46.25,Overcast,"7200 Block Kelly ST Pittsburgh, PA 15208",40.45547009,-79.8970281,Homewood South,5
3543,37.0,M,B,F,Late Morning (9am-12pm),10,Wednesday,08,February,2017,40s,46.25,Overcast,"4800 Block Rosetta ST Pittsburgh, PA 15224",40.46838498,-79.94544835,Garfield,5
3544,24.0,M,B,M,Early Evening (5-8pm),18,Wednesday,08,February,2017,40s,46.25,Overcast,"8100 Block Frankstown AV Pittsburgh, PA 15221",40.45523686,-79.88335605,East Hills,5
3545,23.0,M,B,F,Morning (4-8am),6,Wednesday,08,February,2017,40s,46.25,Overcast,"7100 Block Wiltsie ST Pittsburgh, PA 15206",40.47155405,-79.89609592,Lincoln-Lemington-Belmar,5
3546,13.0,M,B,M,Late Morning (9am-12pm),12,Wednesday,08,February,2017,40s,46.25,Overcast,"3100 Block Landis ST Pittsburgh, PA 15204",40.45647359,-80.05559692,Sheraden,6
3547,18.0,F,W,M,Early Evening (5-8pm),20,Wednesday,08,February,2017,40s,46.25,Overcast,"Antrim ST & Fleming AV Pittsburgh, PA 15212",40.47527789,-80.03753787,Brighton Heights,1
3548,13.0,M,B,M,Early Evening (5-8pm),20,Wednesday,08,February,2017,40s,46.25,Overcast,"Antrim ST & Fleming AV Pittsburgh, PA 15212",40.47527789,-80.03753787,Brighton Heights,1
3549,15.0,M,B,M,Early Afternoon (1-4pm),15,Wednesday,08,February,2017,40s,46.25,Overcast,"3800 Block PERRYSVILLE AV PITTSBURGH, PA 15214",40.48755132,-80.01602089,Perry North,1
3550,42.0,M,U,M,Early Morning (12-3am),3,Wednesday,08,February,2017,40s,46.25,Overcast,"E Carson ST & S 18th ST Pittsburgh, PA 15203",40.42875859,-79.98056196,South Side Flats,3
3551,51.0,F,W,M,Late Morning (9am-12pm),12,Wednesday,08,February,2017,40s,46.25,Overcast,"3100 Block Bergman ST Pittsburgh, PA 15204",40.45688576,-80.05486725,Sheraden,6
3552,60.0,M,W,M,Late Morning (9am-12pm),12,Wednesday,08,February,2017,40s,46.25,Overcast,"3100 Block Bergman ST Pittsburgh, PA 15204",40.45688576,-80.05486725,Sheraden,6
3553,41.0,M,B,M,Early Afternoon (1-4pm),13,Wednesday,08,February,2017,40s,46.25,Overcast,"Chartiers AV & Municipal ST Pittsburgh, PA 15204",40.45213396,-80.05264790000001,Sheraden,6
3554,30.0,F,W,M,Early Morning (12-3am),1,Wednesday,08,February,2017,40s,46.25,Overcast,"Liberty AV & Bloomfield Brg RAMP Pittsburgh, PA 15224",40.46361886,-79.95288573,Bloomfield,5
3555,28.0,M,W,M,Early Morning (12-3am),3,Wednesday,08,February,2017,40s,46.25,Overcast,"S 12th ST & Bedford SQ Pittsburgh, PA 15203",40.42970877,-79.98645129,South Side Flats,3
3556,37.0,M,U,M,Early Evening (5-8pm),19,Wednesday,08,February,2017,40s,46.25,Overcast,"800 Block Brookline BL Pittsburgh, PA 15226",40.39351574,-80.02002123,Brookline,6
3557,18.0,M,B,M,Evening (9-12am),21,Wednesday,08,February,2017,40s,46.25,Overcast,"3400 Block California AV Pittsburgh, PA 15212",40.47637793,-80.03972135,Brighton Heights,1
3558,43.0,M,B,M,Early Evening (5-8pm),19,Wednesday,08,February,2017,40s,46.25,Overcast,"Forbes AV & Gist ST Pittsburgh, PA 15219",40.43741675,-79.97950869,Bluff,2
3559,35.0,M,W,M,Early Afternoon (1-4pm),16,Wednesday,08,February,2017,40s,46.25,Overcast,"200 Block East End AV Pittsburgh, PA 15221",40.44573849,-79.89468195,Point Breeze,4
3560,24.0,M,W,F,Early Afternoon (1-4pm),16,Wednesday,08,February,2017,40s,46.25,Overcast,"800 Block Moravian WY Pittsburgh, PA 15212",40.45422228,-80.00132851,East Allegheny,1
3561,43.0,M,B,F,Early Evening (5-8pm),17,Wednesday,08,February,2017,40s,46.25,Overcast,"800 Block E Warrington AV Pittsburgh, PA 15210",40.42153188,-79.99357756,Allentown,3
3562,13.0,M,W,F,Late Morning (9am-12pm),9,Thursday,09,February,2017,20s,25.8,Foggy,"200 Block Parkfield ST Pittsburgh, PA 15210",40.39199231,-79.99041093,Carrick,3
3563,47.0,M,B,F,Late Morning (9am-12pm),11,Thursday,09,February,2017,20s,25.8,Foggy,"1800 Block Centre AV Pittsburgh, PA 15219",40.44191944,-79.98289274,Crawford-Roberts,2
3564,26.0,M,B,F,Early Afternoon (1-4pm),14,Thursday,09,February,2017,20s,25.8,Foggy,"1100 Block Buente ST Pittsburgh, PA 15212",40.46661658,-79.99554483,Spring Hill-City View,1
3565,50.0,M,W,F,Early Evening (5-8pm),19,Thursday,09,February,2017,20s,25.8,Foggy,"1100 Block Brownsville RD Pittsburgh, PA 15210",40.40493936,-79.99089923,Carrick,3
3566,15.0,M,B,F,Late Morning (9am-12pm),10,Thursday,09,February,2017,20s,25.8,Foggy,"1100 Block Paulson AV Pittsburgh, PA 15206",40.46706575,-79.90580773,Lincoln-Lemington-Belmar,5
3567,19.0,M,W,M,Early Afternoon (1-4pm),16,Thursday,09,February,2017,20s,25.8,Foggy,"Briggs ST Pittsburgh, PA 15234",40.38491543,-79.99667773,Overbrook,3
3568,14.0,F,B,M,Morning (4-8am),8,Thursday,09,February,2017,20s,25.8,Foggy,"2300 Block BRIGHTON RD PITTSBURGH, PA 15212",40.46472734,-80.02383854,Marshall-Shadeland,1
3569,11.0,F,B,F,Late Morning (9am-12pm),11,Thursday,09,February,2017,20s,25.8,Foggy,"1600 Block MANHATTAN ST PITTSBURGH, PA 15233",40.45590551,-80.02686436,Manchester,1
3570,31.0,F,W,M,Early Evening (5-8pm),20,Thursday,09,February,2017,20s,25.8,Foggy,"400 Block Reifert ST Pittsburgh, PA 15210",40.40933062,-79.99566243,Knoxville,3
3571,21.0,F,W,F,Early Morning (12-3am),1,Thursday,09,February,2017,20s,25.8,Foggy,"40 Block Gist ST Pittsburgh, PA 15219",40.43627881,-79.97973916,Bluff,2
3572,53.0,M,B,F,Early Morning (12-3am),1,Thursday,09,February,2017,20s,25.8,Foggy,"40 Block Gist ST Pittsburgh, PA 15219",40.43627881,-79.97973916,Bluff,2
3573,43.0,M,B,F,Early Morning (12-3am),1,Thursday,09,February,2017,20s,25.8,Foggy,"40 Block Gist ST Pittsburgh, PA 15219",40.43627881,-79.97973916,Bluff,2
3574,26.0,M,B,M,Early Afternoon (1-4pm),14,Thursday,09,February,2017,20s,25.8,Foggy,"Clarkton ST & Iota WY Pittsburgh, PA 15204",40.45940278,-80.07608157,Windgap,6
3575,24.0,M,B,M,Early Afternoon (1-4pm),15,Thursday,09,February,2017,20s,25.8,Foggy,"Penn AV & East Liberty BL Pittsburgh, PA 15206",40.45748116,-79.91741201,Shadyside,4
3576,23.0,M,B,M,Early Afternoon (1-4pm),15,Thursday,09,February,2017,20s,25.8,Foggy,"Penn AV & East Liberty BL Pittsburgh, PA 15206",40.45748116,-79.91741201,Shadyside,4
3577,49.0,M,B,M,Early Evening (5-8pm),18,Thursday,09,February,2017,20s,25.8,Foggy,"Bedford AV & Somers DR Pittsburgh, PA 15219",40.44940944,-79.97554969,Middle Hill,2
3578,43.0,M,B,M,Early Evening (5-8pm),18,Thursday,09,February,2017,20s,25.8,Foggy,"Bedford AV & Somers DR Pittsburgh, PA 15219",40.44940944,-79.97554969,Middle Hill,2
3579,57.0,M,B,F,Evening (9-12am),22,Thursday,09,February,2017,20s,25.8,Foggy,"CARNEGIE,PA CANEGIE, PA 15212",0.0,0.0,Outside City,OSC
3580,11.0,M,B,F,Late Morning (9am-12pm),11,Thursday,09,February,2017,20s,25.8,Foggy,"2300 Block BRIGHTON RD PITTSBURGH, PA 15212",40.46472734,-80.02383854,Marshall-Shadeland,1
3581,17.0,M,B,F,Early Evening (5-8pm),19,Friday,10,February,2017,20s,24.46,Overcast,"100 Block Auburn ST Pittsburgh, PA 15206",40.463793,-79.91678996,Larimer,5
3582,18.0,F,B,M,Early Afternoon (1-4pm),14,Friday,10,February,2017,20s,24.46,Overcast,"7000 Block Bennett ST Pittsburgh, PA 15208",40.45730673,-79.90140945,Homewood South,5
3583,13.0,F,B,F,Late Morning (9am-12pm),10,Friday,10,February,2017,20s,24.46,Overcast,"500 Block Marshall AV Pittsburgh, PA 15214",40.47101228,-80.01677284,Perry South,1
3584,49.0,M,B,M,Late Morning (9am-12pm),12,Friday,10,February,2017,20s,24.46,Overcast,"5th AV & Liberty AV Pittsburgh, PA 15222",40.44168851,-80.0027003,Central Business District,2
3585,30.0,M,B,M,Late Morning (9am-12pm),12,Friday,10,February,2017,20s,24.46,Overcast,"500 Block Mellon ST Pittsburgh, PA 15206",40.46767787,-79.92680186,East Liberty,5
3586,31.0,F,W,M,Early Morning (12-3am),1,Friday,10,February,2017,20s,24.46,Overcast,"200 Block Atwood ST Pittsburgh, PA 15213",40.44042041,-79.95688887,Central Oakland,4
3587,34.0,M,W,M,Early Morning (12-3am),1,Friday,10,February,2017,20s,24.46,Overcast,"East Ohio ST & Middle ST Pittsburgh, PA 15212",40.453752200000004,-79.99915909,East Allegheny,1
3588,34.0,M,B,F,Early Morning (12-3am),2,Friday,10,February,2017,20s,24.46,Overcast,"1600 Block Lowrie ST Pittsburgh, PA 15212",40.46274332,-79.98355886,Troy Hill,1
3589,28.0,M,W,M,Early Morning (12-3am),2,Friday,10,February,2017,20s,24.46,Overcast,"1200 Block E Carson ST Pittsburgh, PA 15203",40.42869554,-79.98638716,South Side Flats,3
3590,26.0,F,W,M,Early Morning (12-3am),2,Friday,10,February,2017,20s,24.46,Overcast,"1200 Block E Carson ST Pittsburgh, PA 15203",40.42869554,-79.98638716,South Side Flats,3
3591,20.0,M,B,M,Early Afternoon (1-4pm),16,Friday,10,February,2017,20s,24.46,Overcast,"Larimer AV & East Liberty BL Pittsburgh, PA 15206",40.4634911,-79.91733643,East Liberty,5
3592,22.0,M,B,F,Early Evening (5-8pm),19,Friday,10,February,2017,20s,24.46,Overcast,"100 Block Stratford AV Pittsburgh, PA 15206",40.46382029,-79.93166609,Friendship,5
3593,25.0,F,W,M,Early Afternoon (1-4pm),15,Friday,10,February,2017,20s,24.46,Overcast,"1800 Block 5th AV Pittsburgh, PA 15219",40.43813814,-79.98068683,Bluff,2
3594,49.0,M,W,M,Early Evening (5-8pm),18,Friday,10,February,2017,20s,24.46,Overcast,"50 Block 11th ST Pittsburgh, PA 15222",40.42895953,-79.98767223,Central Business District,2
3595,31.0,M,B,F,Early Evening (5-8pm),17,Friday,10,February,2017,20s,24.46,Overcast,"300 Block Craft AV Pittsburgh, PA 15213",40.43534988,-79.96134974,South Oakland,4
3596,23.0,F,W,M,Early Evening (5-8pm),17,Friday,10,February,2017,20s,24.46,Overcast,"East ST & East Ohio ST Pittsburgh, PA 15212",40.45392477,-79.99783935,East Allegheny,1
3597,30.0,F,W,M,Early Evening (5-8pm),18,Friday,10,February,2017,20s,24.46,Overcast,"Tabor ST & Radcliffe ST Pittsburgh, PA 15204",40.46173328,-80.05480464,Esplen,6
3598,46.0,M,W,M,Early Evening (5-8pm),18,Friday,10,February,2017,20s,24.46,Overcast,"Tabor ST & Radcliffe ST Pittsburgh, PA 15204",40.46173328,-80.05480464,Esplen,6
3599,28.0,M,B,M,Early Evening (5-8pm),18,Friday,10,February,2017,20s,24.46,Overcast,"100 Block Hazlett ST Pittsburgh, PA 15214",40.4759708,-80.00307697,Northview Heights,1
3600,71.0,M,B,F,Early Evening (5-8pm),19,Friday,10,February,2017,20s,24.46,Overcast,"1400 Block Locust ST Pittsburgh, PA 15219",40.43603601,-79.98545539,Bluff,2
3601,29.0,F,W,M,Evening (9-12am),21,Friday,10,February,2017,20s,24.46,Overcast,"500 Block Tripoli ST Pittsburgh, PA 15212",40.45624998,-80.00093692,East Allegheny,1
3602,40.0,F,B,F,Late Morning (9am-12pm),12,Saturday,11,February,2017,50s,53.51,Clear,"6100 Block Broad ST Pittsburgh, PA 15206",40.46207029,-79.92301561,East Liberty,5
3603,22.0,M,W,F,Early Morning (12-3am),1,Saturday,11,February,2017,50s,53.51,Clear,"1900 Block S 18th ST Pittsburgh, PA 15203",40.42463864,-79.97948998,South Side Slopes,3
3604,27.0,M,B,M,Early Morning (12-3am),2,Saturday,11,February,2017,50s,53.51,Clear,"Putnam ST & Hamilton AV Pittsburgh, PA 15206",40.45882173,-79.91312791,Larimer,5
3605,58.0,M,W,M,Early Morning (12-3am),2,Saturday,11,February,2017,50s,53.51,Clear,"700 Block Sherwood AV Pittsburgh, PA 15204",40.45504481,-80.05607748,Sheraden,6
3606,36.0,M,W,M,Early Morning (12-3am),3,Saturday,11,February,2017,50s,53.51,Clear,"300 Block Bailey AV Pittsburgh, PA 15211",40.42675878,-80.00244888,Mount Washington,3
3607,19.0,F,B,M,Early Morning (12-3am),4,Saturday,11,February,2017,50s,53.51,Clear,"400 Block Maple View CT Pittsburgh, PA 15216",40.41612726,-80.03703433,Banksville,6
3608,24.0,M,B,M,Early Evening (5-8pm),17,Saturday,11,February,2017,50s,53.51,Clear,"Vega WY & Glenwood AV Pittsburgh, PA 15207",40.4080407,-79.94000063,Hazelwood,4
3609,68.0,M,B,M,Early Evening (5-8pm),19,Saturday,11,February,2017,50s,53.51,Clear,"2600 Block California AV Pittsburgh, PA 15212",40.46557164,-80.03335824,Marshall-Shadeland,1
3610,18.0,M,B,M,Early Evening (5-8pm),20,Saturday,11,February,2017,50s,53.51,Clear,"2000 Block Fifth AV Pittsburgh, PA 15219",40.43800271,-79.9775296,West Oakland,4
3611,21.0,F,B,M,Early Evening (5-8pm),20,Saturday,11,February,2017,50s,53.51,Clear,"Watson ST & Pride ST Pittsburgh, PA 15219",40.43811425,-79.98508492,Bluff,2
3612,34.0,M,W,M,Evening (9-12am),21,Saturday,11,February,2017,50s,53.51,Clear,"1400 Block Hampshire AV Pittsburgh, PA 15216",40.41056082,-80.02847027,Beechview,6
3613,22.0,M,W,M,Evening (9-12am),23,Saturday,11,February,2017,50s,53.51,Clear,"300 Block North Shore DR Pittsburgh, PA 15212",40.45494869,-80.00964027,North Shore,1
3614,49.0,M,W,M,Late Morning (9am-12pm),12,Saturday,11,February,2017,50s,53.51,Clear,"Maytide ST & Saw Mill Run BL Pittsburgh, PA 15210",40.3847028,-79.99505263,Carrick,3
3615,47.0,M,B,M,Early Afternoon (1-4pm),14,Saturday,11,February,2017,50s,53.51,Clear,"Forest WY & Sterrett ST Pittsburgh, PA 15208",40.45732779,-79.89398071,Homewood North,5
3616,60.0,M,B,M,Early Afternoon (1-4pm),13,Saturday,11,February,2017,50s,53.51,Clear,"Forest WY & Sterrett ST Pittsburgh, PA 15208",40.45732779,-79.89398071,Homewood North,5
3617,28.0,M,W,F,Early Afternoon (1-4pm),16,Saturday,11,February,2017,50s,53.51,Clear,"6200 Block Penn AV Pittsburgh, PA 15206",40.46059432,-79.92271679,East Liberty,5
3618,27.0,M,B,M,Late Morning (9am-12pm),11,Sunday,12,February,2017,50s,59.99,Drizzle,"900 Block Mina ST Pittsburgh, PA 15212",40.46894945,-79.99918422,Spring Hill-City View,1
3619,24.0,F,B,F,Early Afternoon (1-4pm),14,Sunday,12,February,2017,50s,59.99,Drizzle,"7400 Block Race ST Pittsburgh, PA 15208",40.45763072,-79.89120736,Homewood North,5
3620,19.0,M,B,F,Early Afternoon (1-4pm),14,Sunday,12,February,2017,50s,59.99,Drizzle,"Fulton ST & Decatur ST Pittsburgh, PA 15233",40.45571767,-80.02521414,Manchester,1
3621,29.0,F,W,M,Early Morning (12-3am),2,Sunday,12,February,2017,50s,59.99,Drizzle,"Baum BL & Liberty AV Pittsburgh, PA 15224",40.45662701,-79.93963987,Bloomfield,5
3622,45.0,M,O,M,Early Afternoon (1-4pm),16,Sunday,12,February,2017,50s,59.99,Drizzle,"100 Block Owendale AV Pittsburgh, PA 15227",40.38177566,-79.97908793,Carrick,3
3623,33.0,F,W,M,Early Afternoon (1-4pm),15,Sunday,12,February,2017,50s,59.99,Drizzle,"2200 Block Whited ST Pittsburgh, PA 15210",40.39662185,-80.00630835,Brookline,6
3624,52.0,M,B,F,Early Morning (12-3am),3,Sunday,12,February,2017,50s,59.99,Drizzle,"6900 Block Thomas ST Pittsburgh, PA 15208",40.45314735,-79.90688997,Point Breeze North,4
3625,53.0,M,B,M,Early Evening (5-8pm),20,Sunday,12,February,2017,50s,59.99,Drizzle,"200 Block Rochelle ST Pittsburgh, PA 15210",40.41505082,-79.99062279,Knoxville,3
3626,32.0,M,W,M,Early Evening (5-8pm),20,Sunday,12,February,2017,50s,59.99,Drizzle,"20 Block Market ST Pittsburgh, PA 15222",40.44096725,-80.00211826,Central Business District,2
